question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTÃO 125,"On a hot day, two colleagues are playing with the water from the hose. One of them wants to know how high the water jet reaches from the outlet when the hose is positioned completely vertically. The other colleague then proposes the following experiment: they position the water outlet of the hose in a horizontal direction, 1 meter above the ground, and then measure the horizontal distance between the hose and the place where the water hits the ground. The measurement of this distance was 3 meters, and from this they calculated the vertical reach of the water jet. Consider the acceleration of gravity to be 10 meters per second squared. The result they obtained was",4.50 meters.,1.50 meter.,5.00 meters.,4.00 meters.,2.25 meters.,2022,125,CN,E,english,"['D', 'A', 'E', 'C', 'B']"
QUESTÃO 126,"Ethanol is a fuel produced from the fermentation of sucrose in sugar cane juice. One of the factors that affects the production of this alcohol is the degree of deterioration of the sucrose, which begins after cutting, due to the action of microorganisms. Five samples of different types of sugar cane were analyzed and each was given an identification code. The table shows the concentration of sucrose and the microorganisms present in these samples. Description of the table: Shows the initial sucrose concentrations, in grams per liter, and the microorganism concentrations, in milligrams per liter, for the five sugarcane sample codes: RB72, RB84, RB92, SP79 and SP80. Sample RB72: Initial sucrose concentration equal to 13.0 and microorganisms equal to 0.7. Sample RB84: Initial sucrose concentration equal to 18.0 and microorganisms equal to 0.8. Sample RB92: Initial sucrose concentration equal to 16.0 and microorganisms equal to 0.6. Sample SP79: Initial sucrose concentration equal to 14.0 and microorganisms equal to 0.5. Sample SP80: Initial sucrose concentration equal to 17.0 and microorganisms equal to 0.9.  You want to choose the type of sugar cane that will contain the highest sucrose content 10 hours after cutting and that will consequently produce the greatest amount of ethanol by fermentation. Consider that there is a reduction of approximately 50 percent in the concentration of sucrose in this time, for every 1.0 milligram per liter of microorganisms present in the sugar cane. Which type of sugar cane should be chosen?",SP79,RB92,SP80,RB84,RB72,2022,126,CN,B,english,"['D', 'C', 'E', 'B', 'A']"
QUESTÃO 127,"Among the various techniques for diagnosing covid-19, genetic testing stands out. Considering the different variants and viral loads, one example is PCR, a reaction carried out using a polymerase enzyme. This technique makes it possible to reliably identify the genetic material of SARS-CoV-2, an RNA virus. To prove infection with this coronavirus, samples of the individual's secretions are taken. A step preceding the PCR reaction needs to be carried out to allow amplification of the virus's genetic material. This step must be carried out to",to obtain viral cDNA molecules through reverse transcription.,"proliferate the virus in cultures, increasing the viral load.",concentrate the viral RNA to optimize the technique.,identify anti-SARS-CoV-2 antibodies in the samples.,"purify viral nucleic acids, facilitating the action of the enzyme.",2022,127,CN,A,english,"['E', 'C', 'A', 'B', 'D']"
QUESTÃO 128,"Biophysics: fundamentals and applications The chart shows electric current values and their effects on the human body. Description of the chart: Shows electric currents and their respective physical damage. Up to 10 milliamps: pain and muscle contraction. From 10 milliamps to 20 milliamps: increased muscle contractions. From 20 milliamps to 100 milliamps: respiratory arrest. From 100 milliamps to 3 amps: ventricular fibrillation. Above 3 amps: cardiac arrest and burns.   The electric current that will flow through an individual's body depends on the voltage applied and the average electrical resistance of the human body. This last factor is closely related to the humidity of the skin, which when dry has an electrical resistance of around 500 kilo-ohms, but when wet can reach just 1 kilo-ohm. Although uncommon, it is possible to suffer an accident using 12-volt batteries. Consider that an individual with wet skin suffered a respiratory arrest when he simultaneously touched points A and B of a combination of two of these batteries. Which battery pack was responsible for the accident?","Description of the battery association: Point A is connected to the positive pole of the first battery, the negative pole of the first battery is connected to the positive pole of the second battery, and the negative pole of the second battery is connected to point B.","Description of the battery association: Point A is connected to the positive pole of the first battery, the negative pole of the first battery is connected to the negative pole of the second battery, and the positive pole of the second battery is connected to point B.","Description of the battery association: Point A is connected to the negative pole of the first battery, which is connected to the negative pole of the second battery. The positive pole of the first battery is connected to the positive pole of the second battery, which is connected to point B.","Description of the battery association: Point A is connected to the negative pole of the first battery, the positive pole of the first battery is connected to the positive pole of the second battery, and the negative pole of the second battery is connected to point B.",Description of the battery association: Point A is connected to the positive pole of the first battery and the negative pole of the second battery. Point B is connected to the negative pole of the first battery and the positive pole of the second battery.,2022,128,CN,A,english,"['A', 'B', 'C', 'D', 'E']"
QUESTÃO 129,"Principles of chemistry: questioning modern life and the environment Uranium is used as an energy source in nuclear reactors. To do this, its mineral must be refined, converted to uranium hexafluoride and then enriched to increase the abundance of a specific isotope - uranium-235 - from 0.7 percent to 3 percent. One form of enrichment uses the small difference in mass between uranium-235 and uranium-238 hexafluorides to separate them by effusion, preceded by vaporization. These vapors must repeatedly effuse thousands of times through porous barriers formed by screens with a large number of small holes. However, due to the complexity and the large amount of energy involved, scientists and engineers continue to research alternative enrichment procedures. Considering the difference in mass mentioned between the two isotopes, what kind of alternative procedure to effusion can be used for this purpose?",Fractional distillation.,Magnetic separation.,Sifting.,Solvent extraction.,Centrifugation.,2022,129,CN,E,english,"['D', 'E', 'A', 'C', 'B']"
QUESTION 130,"The National Health Surveillance Agency (Anvisa) has approved a gene therapy product in the country, indicated for the treatment of hereditary retinal dystrophy. The procedure is recommended for children over 12 months old and adults with vision loss caused by the mutation of the human gene RPE65. The product, made by genetic engineering, consists of a virus into which a copy of the normal human RPE65 gene has been inserted to correct the functioning of the retinal cells. The success of this therapy comes from the fact that the product will favor the",correction of the genetic code for protein translation.,production of beneficial mutations to correct the problem.,alteration of ribosomal RNA linked to protein synthesis.,expression of the gene responsible for producing the normal enzyme.,immediate release of normal protein in the human ocular region.,2022,130,CN,D,english,"['A', 'C', 'B', 'E', 'D']"
QUESTION 131,Physicist Hans C. Oersted observed that a wire carrying an electric current produces a magnetic field. The presence of the magnetic field was verified by bringing a compass close to a wire carrying an electric current. The figure shows a wire traversed by a constant upward electric current i . The points,",","Image description: The compasses at points A, B and C have the north pole pointing anticlockwise.","are in a transverse plane and equidistant from the wire. A compass has been placed at each point. Image description: The figure shows a plane on which there is a dotted circle with points A, B and C at 10 o'clock, 7 o'clock and 4 o'clock respectively. In the center of the circle, there is a line, perpendicular to the plane, which represents the wire with an upward arrow indicating the direction of the electric current. Next to this figure is a compass indicating North (in black) at the top and South (in white) at the bottom. S N Considering only the magnetic field due to the current i , the respective configurations of the compasses at points A, B and C will be A A Image description: All the compasses indicate the south pole pointing towards the center of the circle. B B Image description: All compasses indicate the north pole pointing towards the center of the circle. C C Image description: The compass at point A has the north pole pointing clockwise. Point B's compass has the north pole pointing towards the center of the circle. The compass at point C has its north pole pointing counterclockwise.",e,"Image description: The compasses at points A, B and C have the north pole pointing clockwise.",2022,131,CN,B,english,"['A', 'D', 'C', 'B', 'E']"
QUESTION 132,"Environmental applications of persulfate: remediation of contaminated groundwater and soil The figure shows a schematic illustration of a process for remediating soil contaminated with trichloroethene (TCE), a degreasing agent. Due to leaks from storage tanks or improper handling of industrial waste, it is present in groundwater, in which it forms a dense non-aqueous liquid phase (DNAPL) that is deposited at the bottom of the aquifer. This decontamination technology uses the persulfate ion (S 2O8 with a minus two charge), which is converted into the negatively charged -SO4 radical by minerals containing Fe(3 ). The diagram provides a simplified representation of the mechanism of chemical action on TCE and the formation of degradation products. Description of the chemical equations in the figure: The negatively charged SO4 radical causes the following reactions: the TCE reagent (double bond between carbons number 1 and 2, two C l attached to carbon number 1 and one C l and one H attached to carbon number 2) forms dichloroethanoic acid (single bond between the COOH group and a carbon attached to two C l and one H), which forms ethanedioic acid (two COOH groups attached to each other). Ethanedioic acid forms methanoic acid (COOH linked to H), which forms negatively charged H 2O, CO2 and C l as final degradation products.",precipitation.,dehydration.,replacement.,A A A This groundwater remediation procedure is based on A A oxidation reactions.,neutralization.,2022,132,CN,D,english,"['C', 'D', 'B', 'A', 'E']"
QUESTION 133,"According to the World Health Organization, filariasis and leishmaniasis are considered tropical infectious diseases and are a concern for public health because the mortality rate associated with them is high. A prophylactic measure common to both diseases is",consumption of well-cooked red meat.,use of dewormers by the population.,construction of a sewage system.,controlling vector populations.,incineration of organic waste.,2022,133,CN,D,english,"['E', 'C', 'B', 'D', 'A']"
QUESTION 134,"Lapa Solar Park goes into operation In 2017, the Lapa Solar Park was inaugurated in the state of Bahia, consisting of two plants (Bom Jesus da Lapa and Lapa) and capable of generating around 300 gigawatt-hours of energy per year. Consider that each plant has a power output of 75 megawatts, with the park having a total installed power of 150 megawatts. Consider that the average solar irradiance is 1,500 watts per square meter and that the efficiency of the panels is 20 percent. Under these conditions, the total area of the solar panels that make up the Lapa Solar Park is closer to:","500,000 square meters","20,000 square meters","1,000,000 square meters","100,000 square meters","250,000 square meters",2022,134,CN,A,english,"['B', 'E', 'A', 'D', 'C']"
QUESTION 135,"The risks posed by products depend on their properties and reactivity when in contact with other substances. In order to prevent risks due to the chemical nature of products, we must be familiar with the list of incompatible substances that are in everyday use in factories, hospitals and laboratories, in order to take care when storing, handling and disposing of them. The table lists some of these incompatibilities, which can lead to accidents. Description of the table: Presents substances and their respective incompatibilities and associated risks. Substance: Concentrated strong mineral acids - Incompatibility: Strong bases, cyanides and sodium hypochlorite - Associated risks: Strong reaction, explosion, production of strong oxidizer and toxic product. Substance: Concentrated nitric acid - Incompatibility: Organic matter - Associated risks: Severe reaction, explosion and toxic product. Consider that two sets of substances have been improperly disposed of: (1) concentrated hydrochloric acid with potassium cyanide; (2) concentrated nitric acid with sucrose. The disposal of sets (1) and (2) will result, respectively, in",formation of toxic salts and a strong oxidative reaction.,release of toxic gas and release of oxidizing gas.,strong oxidative reaction and release of toxic gas.,release of toxic gas and strong oxidative reaction.,formation of toxic salts and release of oxidizing gas.,2022,135,CN,D,english,"['C', 'D', 'B', 'A', 'E']"
