question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTION 27,"More big than bang Last week, the world's scientific community received official confirmation of a discovery that had been talked about with great anticipation for some months. Researchers at the Harvard-Smithsonian Center for Astrophysics revealed that they had obtained the strongest evidence to date that the universe we live in did indeed begin with the Big Bang, but this was not an explosion, but a sudden expansion of infinite matter and energy concentrated in a microscopic point which, without many semantic options, scientists call a ""singularity"". This cosmic seed remained in a latent state and, with no definitive explanation yet, began to swell rapidly [...]. In the space of the blink of an eye, for example, it would be possible for more than 10 trillion Big Bangs to occur. In the title proposed for this science text, by dissociating the elements of the expression Big Bang, the author reveals her intention to",highlight the recent discovery that proves the explosion of matter and energy.,summarize the results of research that has provided evidence for the Big Bang theory.,synthesize the idea that the theory of the expansion of matter and energy replaces the theory of the explosion.,highlight the experiment that confirms a previous investigation into the theory of matter and energy.,condense the conclusion that the explosion of matter and energy occurs at a microscopic point.,2018,27,LC,C,english
QUESTION 28,"In this campaign, the main strategy to convince the reader to recycle waste is the use of non-verbal language as an argument for",material reuse.,easy waste separation.,improving the condition of waste pickers.,preservation of natural resources.,"generating income for workers. Poster description: Poster made up of text and a montage of a photo with drawings, showing a PET bottle resting on a surface. Traces emerge from the bottle that make up a piece of fabric. Around the fabric is a drawing of a tape measure, scissors, a spool of thread and a needle. The text reads: ""Old plastic can become new fabric. Empty PET bottles have a liquid and certain value: recycled, they become fabric, synthetic wood or new plastic. Separating waste makes it easier for collectors to work and increases the amount of material used, especially if you clean the packaging inside, removing all the dirt before disposing of it. Change your attitude. You'll help generate income for those in need and save natural resources. Separate your waste and hit the can"". Next to the drawing of a waste basket with the inscription 'dry', there is the indication: ""cans, paper, plastic and glass"". Next to the bin with the inscription 'wet', there is the indication: ""shells and bones, food waste, coffee and tea powder, branches and prunings"".",2018,28,LC,A,english
QUESTION 29,"TEXT I Also called photogrammatic prints or images [...], photograms are, in a generic definition, images made without the use of a photographic camera, by direct contact of an object or material with a photosensitive surface exposed to a light source. This technique, which was born alongside photography and served as a model for many discussions on the ontology of the photographic image, was profoundly transformed by avant-garde artists in the first decades of the 20th century. It even represented, alongside collages, photomontages and other technical procedures, the definitive incorporation of photography into modern art and its move away from figurative representation. TEXT II In Man Ray's photogram, the ""distancing from figurative representation"" referred to in Text I is manifested in",a re-signification of the play of light and shadow along surrealist lines.,"the imposition of chance over technique, as a critique of realist art.","an experimental, fragmented composition with fuzzy contours.","radical abstraction, focused on the photographic language itself.","imitation of human forms, based on different objects.",2018,29,LC,C,english
QUESTION 30,"I survived from nothing, from nothing I didn't exist I didn't have an existence I didn't have a matter I began to exist when I was five hundred million and five hundred thousand years old All at once, I was old I wasn't born a child, I was born old Then I became a child And now I'm still old I've become an old woman again I've gone back to what I was, an old woman In this poem by Stela do Patrocínio, the uniqueness of the lyrical expression is manifest in the","representation of childhood, resized in the recovery of memory.","association of disconnected images, articulated by delirious speech.","autobiographical expression, based on the account of experiences of otherness.","incorporation of fantastic elements, made explicit by incoherent verses.","transgression of reason, echoed in the deconstruction of temporal references.",2018,30,LC,E,english
QUESTION 31,"The history of soccer is a sad journey from pleasure to duty. [...] The game has become a spectacle, with few protagonists and many spectators, soccer to watch, and the spectacle has become one of the most profitable businesses in the world, which is not organized to be played, but to prevent it from being played. The technocracy of professional sport has imposed a soccer of pure speed and great strength, which renounces joy, stunts fantasy and forbids daring. Luckily, there are still some daredevils on the pitch [...] who go off script and commit the folly of dribbling the entire opposing team, as well as the referee and the crowd in the stands, for the sheer pleasure of the body launching itself into the forbidden adventure of freedom. The text indicates that changes in bodily practices, specifically in football,","fostered a technocracy, promoting a more playful and irreverent experience.","promoted the emergence of more skilled athletes, so that they could be innovative.","encouraged the association of this manifestation with fruition, favoring improvisation.","have turned the sport into a product to be consumed, denying its creative dimension.","contributed to this sport having more players, as well as accompanied by fans. Description of the frame: The frame, in black and white, is made up of overlapping layers of shaded elements. The bottom layer shows the silhouette of the heads of two people kissing. Above the head of each of them, the silhouette of a hand in lighter tones.",2018,31,LC,D,english
QUESTION 32,"The group O Teatro Mágico presents original compositions with aesthetic references to rock, pop and Brazilian folk music. The originality of their shows has to do with 19th century European opera, starting with the",scenic arrangement of the artists in the theatrical space.,integration of different artistic languages.,overlap between music and literary text.,maintaining a dialog with the public.,the adoption of a plot as a guiding thread.,2018,32,LC,B,english
QUESTION 33,"Liesel Meminger's story is told by a morbid, surprisingly sympathetic narrator. When Death realizes that the little book thief escapes him, he becomes attached to the girl and traces her footsteps from 1939 to 1943. Traces of a survivor: her communist mother, persecuted by the Nazis, sends Liesel and her brother to the poor suburbs of a German town, where a couple are willing to adopt them for money. The boy dies on the way and is buried by a gravedigger who drops a book in the snow. It is the first in a series that the girl will steal over the years. Her only link to her family is this book, which she still can't read. Life around her is the pseudo-reality created around the cult of Hitler in the Second World War. She watches the euphoric celebration of the Führer's birthday in the neighborhood. Death, perplexed by human violence, gives a light and amusing tone to the narrative of this harsh confrontation between lost childhood and the cruelty of the adult world, an absolute - and rare - success with critics and audiences. Textual genres can be characterized, among other factors, by their objectives. This fragment is a","report, as it seeks to convince the interlocutor of the thesis defended throughout the text.","summary, as it allows the reader to quickly get to grips with unfamiliar information.","synopsis, because it summarizes the relevant information about a work in an impersonal way.","instruction, because it teaches something through explanations of a specific work.","review, because it presents an intellectual production in a critical way. Photo description: The photo, in black and white, shows a man singing and playing the guitar on a stage surrounded by white smoke. He wears dark clothes, a hat, boots and his face is painted. On the microphone stand there are intertwined strings. In the background, you can see part of a drum kit. Above the man is a hanging arch, in which two women perform a contortionist act. In front of the stage, there are people photographing the artists.",2018,33,LC,E,english
QUESTION 34,TEXT I TEXT II The two images are productions using ceramics as a raw material. The work Double vertical structure differs from the Marajoara funerary urn by,show symmetry in the arrangement of the pieces.,materializing technique without a utilitarian function.,abandon regularity in composition.,nullify the possibilities of affective readings.,integrate the support into its constitution.,2018,34,LC,B,english
QUESTION 35,"what does she want this woman in red something she wants to have put on this dress it can't just be a casual choice it could be yellow-green or maybe blue but she chose red she knows what she wants she chose a dress and she's a woman so based on these facts I can already say that I know her desire dear watson, elementary: what she wants is me or me what she wants can only be me what else could it be In the process of writing the poem, the author Angélica Freitas confers on the lyrical self an identity that here represents the",the hypocrisy of discourse based on common sense.,changing image paradigms attributed to women.,attempt to establish precepts of female psychology.,importance of the correlation between actions and effects caused.,valuing sensitivity as a gender characteristic.,2018,35,LC,A,english
QUESTION 36,"The river that circled behind our house was the image of a glass snake that circled behind our house. A man passed by and said: ""That circle that the river makes behind your house is called a cove"". It was no longer the image of a glass snake circling behind the house, it was a cove. I think the name impoverished the image. In this poem by Manoel de Barros, the poetic subject questions the use of the word ""cove"" because the",terminology mentioned is incorrect.,nomination minimizes subjective perception.,word is applied to another geographical space.,The name given to the term is unknown.,"definition modifies the dictionary meaning of the term. Image description: Norma Grimberg's work Double Vertical Structure is made up of several rounded pieces of light-colored ceramic, joined in pairs and superimposed. Placed on a square base, the sequence of pieces varies in size, sometimes from smallest to largest, sometimes from largest to smallest. Image description: The Marajoara ceremonial urn is a dark-colored, bulbous ceramic vessel with a narrow neck and a pointed base, with a pair of symmetrical handles. There are rounded and symmetrical designs all over the urn.",2018,36,LC,B,english
QUESTION 37,"""Acuenda o Pajubá"": get to know the ""secret dialect"" used by gays and transvestites Originating in Yoruba, the language was adopted by transvestites and won over the community ""Nhaí, amapô! Don't get crazy and pay for my acué, stop being an equê or I'll pull your picumã!"" Did you understand the words of that phrase? If so, it's because you know something about pajubá, the ""secret dialect"" of gays and transvestites. A lawyer who is adept at using these expressions, even in the most formal settings, says: ""Of course I won't speak them during a hearing or in a meeting, but at the firm, with my work colleagues, I speak 'acué' all the time,"" he jokes. ""We have to be careful when we speak other words because nowadays people understand, right? It's on the internet, there's even a dictionary..."", he comments. The dictionary he's referring to is Aurélia, a dictionary of the sharp tongue, launched in 2006 and written by journalist Angelo Vip and Fred Libi. In the book, there are more than 1,300 entries revealing the meaning of pajubá words. It is not known for sure when this language emerged, but it is known that there is clearly a relationship between pajubá and African culture, in a seam that began in colonial Brazil. From the user's perspective, pajubá gains dialect status, characterizing it as an element of linguistic heritage, especially because",have more than a thousand known words.,have different words from a secret language.,be consolidated by formal registration objects.,used by lawyers in formal situations.,is common in workplace conversations.,2018,37,LC,C,english
QUESTION 38,"Childhood Graciliano Ramos My mother once beat me with a knotted rope that painted my back with bloody stains. Crushed, turning my head with difficulty, I could see large red welts on my ribs. They laid me down, wrapped me in cloths soaked in salt water - and there was a discussion in the family. My grandmother, who was visiting us, condemned her daughter's behavior and she became upset. Irritated, she had accidentally hurt me. I didn't hate my mother: the knot was to blame. In a narrative text, the sequence of events contributes to thematic progression. In the fragment, this process is indicated by",alternation of the persons of discourse that determine the narrative focus.,use of verb forms that mark different narrative tenses.,indeterminacy of the subjects of the actions that characterize the events narrated.,juxtaposition of sentences that semantically relate the events narrated.,recurrence of adverbial expressions that organize the narrative temporally.,2018,38,LC,B,english
QUESTION 39,"This image illustrates the reaction of celiacs (people sensitive to gluten) when they read gluten-free food labels. These reactions indicate that, in general, the labels on these products",carry explicit information about the presence of gluten.,offer various flavor options for these consumers.,classify the product as suitable for celiac consumers.,influence the consumption of specialty foods for these consumers.,"vary in the way information relevant to this audience is presented. Image description: Under the heading ""Celiac reactions when reading a gluten-free label"", there are six icons, accompanied by text. - ""Like"" - Gluten-free. I like it! - ""Loved it"" - Gluten-free and tasty. Love it! - ""HaHa"" - Gluten-free and cheap. HaHa! - ""Wow"" - Gluten-free, cheap and tasty. Wow! - ""Sad"" - Gluten-free, but may contain traces. Sad! - ""Grr"" - The label is all wrong. Grr!",2018,39,LC,E,english
QUESTION 40,"ABL launches new cultural competition: ""Tell the tale without increasing a point"" Due to the great repercussions of the ABL's Twitter Microcontest, Abletras, the Brazilian Academy of Letters launched a new cultural competition on the day of its 113th anniversary entitled ""Tell the tale without increasing a point"", based on Machado de Assis's A cartomante. The aim of ""Tell the tale without increasing a point"" is to give Machado de Assis's short story A cartomante a different ending to the original, using the same number of characters - or less - as Machado completed his work, i.e. 1,778 characters. It is worth noting that, in order to take part in the competition, the contestant must be a follower of the ABL's Twitter account, Abletras. Twitter is known for promoting the sharing of texts. In this news item, this social network was used as a vehicle/support for a literary competition because of the following",predetermined text length limit.,interest in youth participation.,timeliness of the proposed plot.,fidelity to everyday facts.,dynamics of the narrative sequence.,2018,40,LC,A,english
QUESTION 41,"In this text, the aim is to convince the reader to change their behavior by associating verbs in the imperative mode with the",indication of different service channels.,the Women's Advocacy Center.,information on the duration of the campaign.,presentation of the various supporters.,use of the image of the three women.,2018,41,LC,E,english
QUESTION 42,"The Glass House Ivan Ângelo There were protests. Each child was given a ball and time to play. They learned incredible juggling skills and some traveled the world showing off their joyful abilities. (The problem was that many, most, were not good at it and were ugly at night, frightening. It would be better to arrest these people - some said.) There were protests. They raised the price of meat, freed up grain prices and opened up low-interest credit for farmers. Whatever money was left over, well, let's just say, whatever money was left over! There were protests. Wages were lowered (unfortunately the number of robberies increased) because we need to fight inflation and, as we know, when wages are above the productivity index they become highly inflationary, so there were protests. There were protests. Protests were banned, and instead of protests, hatred was born. So the Glass House was created to put an end to that hatred. Published in 1979, the text shares with other works of Brazilian literature written in the period the marks of the context in which it was produced, such as the",reference to censorship and oppression to allegorize the lack of freedom of expression characteristic of the time.,valorization of everyday situations to attenuate feelings of revolt against the established government.,the use of metaphors and ironies to express a critical view of the country's social and political situation.,realistic tendency to document with verisimilitude the drama of the Brazilian population during the Military Regime.,"overlapping popular demonstrations with official discourse to highlight the authoritarianism of the historical moment. Description of the poster: The poster consists of a photo and text. The photograph shows three women: one of them is covering her eyes with her hands, another her mouth and another her ears. There are phrases scattered around the poster: ""Permanent campaign to end violence against women. If you have been a victim of harassment, break the silence: REPORT IT. Call 180. Don't be silent, the state government is by your side. Lilac Telephone: 0800-541-0803 - Vânia Araújo Machado State Women's Reference Center"". At the bottom of the poster, the logo of Trensurb - Empresa de Trens Urbanos de Porto Alegre S.A.""",2018,42,LC,C,english
QUESTION 43,"Based on supposedly scientific arguments, the myth of the weaker sex has historically contributed to controlling women's bodily practices. In the history of Brazil, precisely in the transition between the 19th and 20th centuries, efforts to prevent women from taking part in sporting activities stand out. The mistrust of women in sport was culturally associated with the fear of masculinizing the female body through intense physical effort. In relation to women's soccer, the myth of the weaker sex acted as an obstacle by consolidating the belief that physical effort was inappropriate to protect the femininity of ""normal"" women. This myth sustained a strong movement against the acceptance of soccer as a female sport. Laws and advertisements sought to discredit soccer, considering it unsuitable for delicacy. In fact, women were considered incapable of adapting to the multiple difficulties of the ""king sport"". In this context, the relationship between soccer and women is characterized by a",biological argument to justify historical and social inequalities.,media discourse that has historically worked to deconstruct the myth of the weaker sex.,appeal for the preservation of soccer as a sport played only by men.,feminist viewpoint that qualifies soccer as a masculinizing activity for women.,"fear that their inclusion will subvert ""king sport"" by demonstrating their playing skills.",2018,43,LC,A,english
QUESTION 44,"Plagiarism Sniffer: a tool against illegal copying In the academic world or in the media, illegal copies can appear in a variety of ways, whether full, partial or paraphrased. To help combat this crime, Professor Maximiliano Zambonatto Pezzin, a computer engineer, developed the Plagiarism Sniffer program together with his students. The program is able to detect: continuous and fragmented passages, loose sentences, rearranged parts of texts, rewritten sentences, changes in the order of periods and phonetic and syntactic errors. But how does the program actually work? Considering the text as a sequence of words, the tool analyzes and searches the search engines passage by passage, just as a teacher suspicious of a student would do. The difference is that the program allows you to search in several search engines, thus generating many more results. According to the text, the Plagiarism Sniffer tool achieves its goal by",selection of full copies.,search on specialized websites.,simulation of teaching activity.,comparison of structural patterns.,identifying phoneme sequences.,2018,44,LC,D,english
QUESTION 45 TEXT I,"TEXT II Stephen Lund, a Canadian artist living in Victoria, the capital of British Columbia (Canada), has become a worldwide phenomenon by producing virtual works of art on his bike. Following routes traced with the aid of a GPS device, he estimates that he has covered more than 10,000 kilometers. The texts highlight the artistic innovation proposed by Stephen Lund based on",displacement of technologies from their usual functions.,GPS device's operating perspective.,the act of driving your bike through the city streets.,analysis of urban mobility problems.,"focus on the cultural promotion of your city. Image description: The image consists of a map of part of the city of Victoria and a black and white photo of part of the city of Rio de Janeiro from above, with Christ the Redeemer and Sugarloaf Mountain standing out. On the map, some streets have been demarcated to represent the same image highlighted in the photo.",2018,45,LC,A,english
