question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTION 23,"The actresses NaturallyShe smiled but didn't listen to me She'd change her clothes in front of me and go dancing without any more of thatShe'd choose anyone She'd cast glances under my nose She'd dance with me in new pairsWith one foot behind With one foot in front Others appeared Naturally Without even looking at my face They'd shower in front of me To go out with another guyBut I never cared about such lovers [....] With so many movies on my mindIt's natural that every actressPresently represents a lot to me In the song, Chico Buarque uses a certain function of language to mark the subjectivity of the lyrical self in relation to the actresses he admires. The intensity of this admiration is marked in","""Naturally/ She smiled/ But she wouldn't give me a break"".","""They showered/ In front of me/ To go out with another guy"".","""Others appeared/ Naturally/ Without even looking at my face"".","""I'd pick anyone/ Throw glances/ Under my nose"".","""It's natural that every actress/ Currently represents/ A lot to me"".",2017,23,LC,E,english
QUESTION 24,"And here, before continuing this show, we need to warn each and every one of you. At this point, we think it's essential that everyone takes a defined position. Without everyone taking a clear position, we can't continue. It's essential that everyone takes a position, whether to the left or to the right. We even allow some people to take a neutral stance, to stand with their arms crossed. But once everyone has taken their position, they have to stick to it! Otherwise, comrades, the theater seats creak a lot and nobody hears a thing. The play Liberdade, Liberdade , staged in 1964, presents the impasse experienced by Brazilian society in the face of the current regime. This impasse is represented in the fragment by",excessive noise produced by the creaking of the theater seats.,neutrality as the best ideological option at the time.,censorship in function of the social engagement of the dramatic text.,correlation between political alignment and the spectators' body position.,interruption of the show due to inappropriate public behavior.,2017,24,LC,D,english
QUESTION 25,"One night in 67 , by Renato Terra and Ricardo Calil. Editora Planeta, 296 pages. But it was one night, that Saturday night on October 21, 1967, that stopped our country. It stopped to watch the finale of the 3rd Record Festival, when a young man of 24 called Eduardo Lobo, or Edu Lobo, walked out of the Paramount Theater in São Paulo after winning the festival's top prize with Ponteio , which he sang accompanied by the charming and novice Marília Medalha. It was on that night that Chico Buarque sang his Roda viva with the MPB-4 of Magro, the arranger. It was there that Caetano Veloso shone singing Alegria, alegria with the audience to the sound of the Beat Boys' guitars, that Gilberto Gil presented the tropicalist Domingo no parque with the Mutantes. That night, which ended up becoming a movie in 2010, in the hands of Renato Terra and Ricardo Calil, has now become a book. The book being released now is the story of that night, expanded and in a state that in journalistic jargon we call raw material. Those who have seen the movie will be delighted with the stories - and some gossip - that each person has to tell, now without the necessary cuts that a movie requires. And those who haven't seen the movie will have before them a book of stories, well, of history. Considering the constitutive elements of the textual genres circulating in society, this fragment of a review is dominated by",characterizations of personalities from the Brazilian music scene of the 1960s.,polemical issues related to Brazilian music production in the 1960s.,artists' experiences of the 1967 music festivals.,explanations of Brazil's cultural framework during the 1960s.,opinions on a piece about the 1967 music scene.,2017,25,LC,E,english
QUESTION 26,"Although many children and teenagers look up to Barbie as an example of beauty, an infographic made by the website Rehabs.com has shown that if a woman had the measurements of the plastic doll, she wouldn't even be alive. It's not exactly news that the proportions of the world's most famous doll are absurd for the real world. Activists fighting to build a healthier self-image, eating disorder researchers and people concerned about the impact of the culture industry on the human psyche have been pointing out for years the influence of models like Barbie in distorting the female body. Neck With a neck twice as long and 15 centimetres thinner than a woman's, Barbie would be unable to hold her head up. Waist With a waist of 40 centimeters (smaller than her head), the real-life Barbie would only have room in her body to accommodate half a kidney and a few centimeters of intestine. Hips Barbie's waist-to-hip ratio is 0.56, which means that her waist measurement represents 56% of her hip circumference. This same index is 0.8 for the average American woman. In addressing the possible influences of the toy industry on the representation of the female body, the text analyzes the",notion of globalized beauty conveyed by the culture industry.,the influence of the media on women's adoption of a healthy lifestyle.,the relationship between healthy eating and the body standard established by the doll.,proportionality between the representation of the doll's body and that of the human body.,marketing influence on the construction of a positive self-image of the female body.,2017,26,LC,D,english
QUESTION 27,"Nuances Gregório Duvivier Euphoria: noisy joy. Happiness : silent joy. Record : when the actor is from television. Filming : when he wants to make it clear that he's not from television. Pregnant : on any occasion. Pregnant : in preferential seats. Save : in the drawer. Save : on the computer. Safe : in the army. Mint : in ice cream, candy or syrup. Mint : in the garden or in pineapple juice. Play : when you're going to watch. Show : when you're going to see it. The text deals with the difference in meaning between very similar words. This difference is presented by considering the",alternations in sound.,suitability for situations of use.,inflectional marking of words.,in the standard norm of the language.,grammatical categories of words.,2017,27,LC,B,english
QUESTION 28,"Description of the poster: In the center of the poster, a child's drawing of a family made up of five people: a boy (identified as ""me""), a mother, a baby, a girl (identified as Aninha) and a father.  The father, represented by the figure of a monster, is a little distant from the other members of the family. Above the drawing is the phrase: ""Whoever beats his wife hurts the whole family"". In the bottom left-hand corner, the campaign logo with the message: ""Call 180. Don't be silent in the face of domestic violence."" Advertising campaigns can highlight social problems. The poster aims to",to warn male aggressors about the consequences of their actions.,raise awareness of the need to report domestic violence.,instruct women on what to do in cases of aggression.,to awaken in children the ability to recognize acts of domestic violence.,demand preventive action against domestic violence from the authorities.,2017,28,LC,B,english
QUESTION 29,"TEXT I The rules of Normative Grammar are based on the works of the great writers, in whose language the enlightened classes place their ideal of perfection, because it is there that they mirror what idiomatic usage has stabilized and enshrined. TEXT II Book of Disquiet Fernando Pessoa I like to say. I'll say it better: I like to talk. For me, words are touchable bodies, visible sirens, embodied sensualities. Perhaps because real sensuality is of no interest to me whatsoever - not even mental or dreamlike - my desire has transmuted into that which creates verbal rhythms in me, or hears them from others. I shudder if they say it right. Such a page by Fialho, such a page by Chateaubriand, makes my whole life tingle in all my veins, makes me tremulously rage quietly at the unattainable pleasure I'm experiencing. Even such a page by Vieira, in its cold perfection of syntactic engineering, makes me tremble like a branch in the wind, in a passive delirium of something moved. Language fulfills different functions in the communication process. The function that predominates in texts I and II is","emphasizes the ""how"" of the message, considering the selection, combination and sonority of the text.","focuses on ""with what"" the message is constructed, the code used being its own object.","focuses on ""who"" produces the message, showing their position and personal impressions.","It focuses on ""who"" the message is aimed at, encouraging them to change their behavior.","emphasizes ""what"" the message is about, presented in precise and objective words.",2017,29,LC,B,english
QUESTION 30,"Contranarciso Paulo Leminski in me I see the other and the otherand the other in dozens of trains passing bywagons full of peoplehundreds the other in me is youyouand you just as I am in youI am in himin usand only when we are in us are we at peaceeven if we are alone The search for identity is a facet of literary tradition, redimensioned by the contemporary gaze. In the poem, this new dimension reveals the",absence of identity traits.,anguish at being alone in public.,valuing the discovery of the authentic self.,perception of empathy as a factor in self-knowledge.,unable to experience belonging.,2017,30,LC,D,english
QUESTION 31,"In sport-participation or popular sport, the manifestation occurs on the principle of playful pleasure, whose purpose is the social well-being of its practitioners. It is closely associated with leisure and free time, and takes place in spaces that are not committed to time and outside the obligations of daily life. Its aims are relaxation, fun, personal development and relationships with people. It can be argued that sport-participation, being the social dimension of sport most interrelated with democratic paths, balances out the inequality of sporting opportunities found in the sport-performance dimension. While performance sport only allows success for the talented or those who have the means, participation sport favors pleasure for all who wish to take part. The sense of sport-participation constructed in the text is fundamentally present in","in the Olympic Games, since they bring together different countries to compete in different sports.","in individual sports competitions, since the success of one individual encourages the participation of others.","in the official regional and national soccer championships, as it is a very popular sport in the country.","in competitions promoted by federations and confederations, the aim of which is to train and discover talent.","in adapted sports, the aim of which is to get citizens more involved.",2017,31,LC,E,english
QUESTION 32,"The well-loved Dias Gomes Second painting A room in the town hall. The atmosphere is modest. During the mutation, we hear a double take and cheers for Odorico, ""long live the mayor"", etc. Dorotéa, Juju, Dirceu, Dulcinéa, the vicar and Odorico are on stage. The latter, at the window, gives a speech. ODORICO - People of Sucupira! Now invested with the office of Mayor, I'm here to receive the confirmation, ratification, authentication and why not say the consecration of the people who elected me. Applause comes from outside. ODORICO - I promised that my first act as mayor would be to order the construction of the cemetery. Applause, joined by the characters on stage. ODORICO - (Continuing his speech:) Leaving aside the pleasantries and getting down to business, it's a joy to be able to announce that you will now be able to die rested, calm and unconstrained, in the certainty that you will be buried right here, in this warm, sweet-smelling land of Sucupira. And if you voted for me, all you have to do is tell the priest at last rites that you'll get a free burial and grave, as promised. The play genre has entertainment as one of its functions. Another relevant function of the genre, explicit in this excerpt from O bem amado , is to",to satirically criticize the behavior of public figures.,denouncing the shortage of public resources in city halls in the interior.,criticize the lack of command of the standard language at social events.,raise the audience's concern about the life expectancy of citizens.,question the unrestricted support of public officials for government managers.,2017,32,LC,A,english
QUESTION 33,"João/Zero (Wagner Moura) is a genius scientist, but unhappy because 20 years ago he was publicly humiliated during a party and lost Helena (Alinne Moraes), an old and eternal passion. One day, an experiment with one of his inventions allows him to travel back in time and interfere in his destiny. But when he returns, he discovers that his life has changed completely and now he has to find a way to change it, even if he has to go back in time again. Will he be able to put things right? What aspect of the grammatical organization brings the events presented in the review up to date, helping to arouse the reader's interest in the film?","The use of the verb haver , instead of ter , in ""20 years ago he was humiliated"".","The description of the facts with verbs in the present tense, such as ""returns"" and ""discovers"".","The repeated use of the conjunction ""but"" to contrast ideas.","The ﬁnalization of the text with the catchphrase ""Will he get it right?"".","The use of the third person pronoun ""he"" throughout the text to refer to the protagonist ""João/Zero"".",2017,33,LC,B,english
QUESTION 34,"Description of the poster: On the right-hand side of the poster, a smiling child is holding a book. On the left, under the heading ""Read to a child"", the text: ""With every book, Brazil turns the page. Enjoying reading is the beginning of a story full of discoveries and learning in a child's life. And it all begins when you open a book for them."" Below the text is an image of three books. Advertising texts are produced to fulfill certain communicative functions. The aim of this poster is to raise awareness among Brazilians of the need to",children attend school regularly.,reading training begins in childhood.,literacy happens at the right age.,literature will have its consumer market expanded.,schools develop campaigns in favor of reading.,2017,34,LC,B,english
QUESTION 35,"At three o'clock in the afternoon Raduan Nassar In this room cluttered with tables, machines and papers, where enviable scribes have shared the good sense of the world, applying themselves to clear ideas despite the noise and the dreariness, confident in their pronouncements on problems that afflict modern man (a species from which you, millennially tired, perhaps feel somewhat excluded), suddenly drop everything under the gaze of the people around you, put on the face of a quiet and dangerous madman, make the calmest gestures like the sternest scribes, give a broad ""ciao"" to the day's work, just like someone saying goodbye to life, and surprise a little later, with your presence at such an unusual time, those who were at home busy cleaning out the cupboards, which you didn't know how to do before. It's a good idea not to answer their questioning looks, but to let the intense expectation build up for a moment. But don't overdo it and go up to the bedroom without delay, freeing your feet from socks and shoes, taking off your clothes as if you were removing the importance of things, then putting on minimal clothing, perhaps even fur, but without hurting your decorum (your decorum, of course), and at the same time accepting every change in behavior as a good provisional truth. In texts of different genres, some argumentative strategies refer to linguistic-discursive resources used to involve the reader. In the text, the following are characterized as involvement strategies","prescribing behavior, as in: ""[...] suddenly drop everything under the gazes around you [...]"".","the presentation of opposition, as in: ""But don't overdo it and go up to the bedroom without delay [...]"".","making the interlocutor explicit, as in: ""[...] (a species from which you, millennially tired, perhaps feel somewhat excluded) [...]"".","description of the space, as in: ""In this room cluttered with tables, machines and papers, where enviable scribblers shared the good sense of the world [...]"".","constructing comparisons, as in: ""[...] freeing the feet from socks and shoes, removing the clothes from the body as if removing the importance of things [...]"".",2017,35,LC,C,english
QUESTION 36,"Artwork description: Work by Rubem Valentim, entitled Emblema 78, from 1978. The image is square and vertically symmetrical. In the center is a circle, inside which is a triangle with its base facing upwards. Three hatchets are resting on this base and are connected to each other. The middle one is slightly higher than the other two. Inside the triangle is the lower half of a circle resting on a small circle. To the left and right of the central circle, there are two triangle fragments. Rubem Valentim's work features emblems which, based on signs from Afro-Brazilian religions, are transformed into artistic production. The work Emblema 78 is related to Modernism by virtue of its",simplifying the forms of the Brazilian landscape.,valuing symbols of the urbanization process.,fusion of elements of Brazilian culture with European art.,an allusion to the civic symbols on the national flag.,symmetrical composition of elements related to racial miscegenation.,2017,36,LC,C,english
QUESTION 37,"Artwork description: Installation by Ernesto Neto, called Dengo, from 2010. The image shows a spacious room with a crocheted net covering the entire ceiling. From this net, other nets of different sizes and colors descend, shaped like sacks. At the bottom of these bags are objects that give them rounded or elongated shapes, making them hang at different distances from the floor. People move between the gaps in the composition and can touch it. The Dengo installation transformed the room at MAM-SP into a unique environment, exploiting as its main artistic feature the",audience participation in the playful interaction with the work.,distribution of obstacles in the exhibition space.,symbolic representation of dream objects.,subjective interpretation of the law of gravity.,valuing handicraft techniques.,2017,37,LC,A,english
QUESTION 38,"Marcos Guião That morning, with clear skies and light air, due to the torrential rain of the night before, I went out for a walk with the sun still hidden to get a feel for the first stirrings of life on the farm. It didn't take me long and the intense smell of coffee brewed by Dona Linda invaded my nostrils and made my hunger wake up from the lethargy of a long night's sleep. I took my hands to the water flowing from the bamboo spout and the icy contact was chilling. But I went ahead and cupped my hands to my face. With the impact, I recoiled and was out of breath for a few moments, but I woke up immediately. Already alight, I went into the kitchen in an attempt to quell my hunger and get closer to the warmth of the wood-burning stove. That's when I noticed the slender, discreet figure of a lady accompanied by a boy who looked about five years old, already perched on the edge of the table in intimate conversation with the owner of the house. After a vigorous ""Good morning!"" and a steamy handshake in the usual introductions, I learned that Dona Flor de Maio was taking her son Adão for treatment of the sores that were popping up all over his body, causing small pustules with reddish edges. The linguistic variety of the narrative is appropriate for describing the events. That's why the choice of certain words and expressions used in the text is at the service of",location of speech events in the ﬁctional time.,composition of the verisimilitude of the environment portrayed.,restricting the narrator's role to observing the scenes.,mystical construction of the female characters by the author of the text.,characterization of the male character's linguistic preferences.,2017,38,LC,B,english
QUESTION 39,"As pelejas de Ojuara Nei Leandro de Castro Zé Araújo began to sing in a sad tone, telling the onlookers who began to arrive that a woman had knelt at the foot of the holy cross and sworn in the name of Jesus to a great love, but she swore and didn't keep it, she swore and deceived me, to me you lied, to God you sinned, the heart has reasons that reason itself doesn't know, it makes promises and swears, then forgets. The caboclo was sad and inspired. After this song, which made Neusa's hair stand on end, he began with a waltz that was even harder, full of difficult words, but as beautiful as a serene drop. It was the story of an enchanting doll seen in a crystal showcase on a superb pedestal. Zé Araújo closed his eyes and let out his voice: Her hair had the color/ Of the sun radiating/ Full rays of love./ Her eyes were circumvallate/ Of the blue romanticism of the lakes/ Lirious hands, divine arms,/ A matchless target body/ And very small feet./ At last I saw in this doll/ A perfect Venus. The comment made by the novel's narrator ""[...] he amended it with an even harder waltz, full of difficult words, but as beautiful as a serene drop"" is related to the fact that this waltz is representative of a linguistic variety",with great social prestige.,specific to the oral modality of the language.,predictable for the social context of the narrative.,made up of complex syntactic constructions.,content over form.,2017,39,LC,A,english
QUESTION 40,"Milton Hatoum The laundress began to live as a servant who commands respect, and no longer as a slave. But this sudden perk was short-lived. My brothers, in the frequent slip-ups that adulterated this new relationship, were darted by Emilie's stern gaze; they never willingly put up with an Indian woman eating at the dining room table, using the same cutlery and plates, and pressing the same crystal of the glasses and the same porcelain of the coffee cups to her lips. A kind of disgust tinged their faces, they no longer ate with the same satiety and refused to praise the lamb mince pastries, the cream and date veneers, and the almond rice, golden and smelling of toasted onions. That woman, seated and mute, her face streaked with wrinkles, was capable of taking away the taste and smell of the food and suppressing her voice and gesture, as if her silence or her presence, which was only silence, prevented the other person from living. By presenting a tense family situation, the narrator distils, in this fragment, a perception of human and social relations marked by the",the predominance of class and race stigmas over the intimacy of coexistence.,the discourse of maintaining a domestic ethic against the subversion of values.,the desire to overcome the past of scarcity in favor of the present of affluence.,feeling of insubordination to the authority represented by the family matriarch.,resentment at the ingratitude and hypocrisy generated by the changes in the house rules.,2017,40,LC,A,english
QUESTION 41,"Poster description: A large eucalyptus plantation seen from the inside, from the bottom up. You can see the sunlight through the trees. The bottom of the poster reads: ""This is the forest where Little Red Riding Hood, John and Mary, The Brothers Karamazov, The Lady of the Camellias and The Three Musketeers come from."" In this advertising poster for a pulp and paper company, the combination of verbal and non-verbal elements aims to",justify the damage to the environment by linking the company to the dissemination of culture.,"encourage the reading of literary works, by referring to renowned titles from the world collection.",seduce the consumer by relating the advertiser to the classic stories of universal literature.,promote reflection on environmental preservation by combining deforestation with literary classics.,build a positive image of the advertiser by associating the allegedly sustainable exploitation with the production of books.,2017,41,LC,E,english
QUESTION 42,"Weekend in the park Racionais MCs Look at my people in the favelas and you'll understandFrom here I see a car of the yearAll equipped and the little uncle drivingWith his kids by his side they're going to the parkEuphoric electronic toysAutomatically I imagineThe kids in the area how it isProbably running back and forthPlaying ball barefoot in the dirt streetsÉ, they play the way they can[...Look at that club, it's so cool Look at that court, look at that field, look Look how many peopleThere's an ice-cream parlor, a cinema, a hot pool [...] Here I don't see any multi-sports clubsFor the kids to go there's no incentiveInvestment in leisure is very scarce The community center is a failure The lyrics of the song present a social reality in terms of the different distribution of leisure spaces that are available in the area.","portrays the lack of leisure options for the low-income population, due to the lack of adequate space.","highlights the irrelevance of leisure options for different social classes, who access it in their own way.",expresses the lack of interest of the less economically favored social classes in leisure activities.,"implies unequal conditions of access to leisure, due to the lack of infrastructure and investment in equipment.",points to the predominance of contemplative leisure in the economically favored classes and practical leisure in the less favored classes.,2017,42,LC,D,english
QUESTION 43,"TEXT I Description of the graffiti: Work by the artist Speto, entitled Graﬁte, from 2009, made up of several stylized figures, evenly distributed, filling practically the entire space. On the left is a drawing of the bust of a woman balancing a can on her head with just one hand. The arm that is raised is huge, disproportionate to the size of her body, and has the design of a flower. She wears a scarf tied around her head, just one earring and a beaded necklace that goes around her neck several times. In the central part of the image, there is a drawing of a strong man with his arms raised. He is holding a machete and appears to be running, in an attacking position. His feet are enormous, disproportionate to the size of his body. Next to him is part of a thick chain. At the bottom right of the work, there is a drawing of a boy with only his head, torso and feet, wearing slippers. His head is large, disproportionate to the size of his body. Around him are lots of cacti. At the top right is a drawing of a rooster, much bigger than the chapel to his right. TEXT II Speto Paulo César Silva, better known as Speto, is a São Paulo graffiti artist involved in skateboarding and music. His art was strengthened in 1999 by the opportunity to see up close the references he had been bringing with him for a long time, when he visited various cities in the north of Brazil on a tour with the band O Rappa. The artwork by São Paulo artist Speto, exhibited at the Museu Afro Brasil, reveals elements of Brazilian culture that are recognized",in the influence of abstract expression.,in the representation of national legends.,in inspiring musical compositions.,in the strokes of the Northeastern woodcut.,us characteristic uses of graﬁsmos dos skates .,2017,43,LC,D,english
QUESTION 44,"Essay on Blindness José Saramago The man said, It's raining, and then, Who are you, I'm not from around here, You're looking for food, Yes, we haven't eaten for four days, And how do you know it's four days, It's a calculation, You're alone, I'm with my husband and some companions, How many are there, Seven in all, If you're thinking of staying with us, get it out of your head, There are already a lot of us, We're just passing through, Where are you from? We've been hospitalized since the blindness started, Oh yes, the quarantine, it didn't do any good, Why do you say that, They let us out, There was a fire and at that moment we realized that the soldiers who were watching us had disappeared, And they left, Yes, Your soldiers must have been among the last to go blind, everyone is blind, Everyone, the whole city, the country, The scene portrays the characters' experiences in a country hit by an epidemic. In the dialog, the violation of certain punctuation rules",reveals an incompatibility between the conventional punctuation system and the production of the novel genre.,causes a misreading of interrogative sentences and undermines verisimilitude.,uniqueness of the author's style and helps to represent the chaotic environment.,represents an exception to the rules of the canonical punctuation system.,contributes to the construction of the identity of the poorly educated narrator.,2017,44,LC,C,english
QUESTION 45,"TEXT I TEXT II Image description: Work by Robert Rauschenberg, entitled Bed, from 1955. The work consists of a bed hanging vertically on the wall, with all its characteristic elements: pillow, sheets and bedspread. A sheet is pulled up, as if ready to receive a person. In the upper part of the work, where the pillow is, there are many spots of paint, placed almost randomly. A large part of these thick layers of paint have dripped onto the central part of the bed. In the summer of 1954, the artist Robert Rauschenberg (b.1925) coined the term combine to refer to his new works that had aspects of both painting and sculpture. In 1958, Cama was selected to be included in an exhibition of young American and Italian artists at the Festival of the Two Worlds in Spoleto, Italy. Those in charge of the festival, however, refused to exhibit the work and removed it to storage. Although the art world debated the innovation of hanging a bed on a wall, Rauschenberg considered his work ""one of the most welcoming pictures I've ever painted, but I was always afraid that someone would want to get into it"". Rauschenberg's work shocked the public at the time it was made, and was strongly influenced by an artistic movement that was characterized by the","dissolution of tones and contours, revealing rapid production.","unusual exploration of everyday elements, dialoguing with ready-mades.","exhaustive repetition of visual elements, leading to maximum simplification of the composition.","incorporation of technological transformations, valuing the dynamism of modern life.","geometrization of forms, diluting details without worrying about fidelity to reality.",2017,45,LC,B,english
