question,body,A,B,C,D,E,year,question_number,test,answer,language,answer_order
QUESTION 27,"Artwork description: The work is affixed to a wall and consists of a metal handlebar and a bicycle saddle, which together form a figure reminiscent of a bull's head with horns. In Pablo Picasso's work Bull's Head , discarded material becomes an art object through",fragmentation of the image through the use of different elements.,complexity of the combination of abstract forms.,perpetuity of the elements that make up the sculpture.,changing functionality by integrating objects.,recycling of the original raw material.,2019,27,LC,D,english,"['E', 'B', 'C', 'D', 'A']"
QUESTION 28,"Losing weight without exercise? Hormone raises hopes of losing fat without leaving the sofa. The solution could come in capsules. The dream of sedentary people has gained a new ally.  A study published in the scientific journal Nature in January suggests that it is possible to modify body fat without exercising. Researchers from the Dana-Farber Cancer Institute and Harvard Medical School in the USA isolated irisin in the laboratory, a hormone naturally produced by muscle cells during aerobic exercise, such as walking, running or cycling. The substance was applied to rats and acted as if they had been exercising, including having a protective effect against diabetes. The secret was the conversion of white fat - the kind that stores inert energy and spoils our figure - into brown fat. More common in babies and practically non-existent in adults, this type of fat is used to warm us up. In the process, it uses up a tremendous amount of energy. As a side effect, it would thin our silhouette. The hope is that if the hormone works in the same way in humans, a new slimming drug will soon emerge. But it would be far from completely replacing the benefits of physical activity. ""There are possibly many other muscle hormones released during exercise that have not yet been discovered,"" says physiologist Paul Coen, assistant professor at the University of Pittsburgh in the USA.  Irisin doesn't strengthen muscles, for example.  And to get that tricep of envy, only remote control lifting would not do. To convince the reader that physical exercise is important, the author uses the strategy of saying that",is a way of turning white fat into brown fat and losing weight.,exercise is a way of slimming the figure by eliminating white fat.,"lack of exercise doesn't make you lose weight, it makes you develop diseases.",irisin is a hormone that is only produced through physical exercise.,other hormones are produced and there are other benefits to exercise.,2019,28,LC,E,english,"['B', 'D', 'A', 'C', 'E']"
QUESTION 29,"Songs without meters Winter! winter! winter! Sad fogs, cold blackness of the long boreal darkness, ice fields whose limits always escape us, desperately, beyond the horizon, perpetual inhospitable solitude, where only the voice of the wind can be heard, howling like a legion of wolves, through the city of cathedrals and crystal tombs on the plain, ghosts that populate and animate the mirage, all this: disappointments, darkness, loneliness, despair and the invisible hour that passes like the wind, all this is the cold winter of life. There is a deep mourning in the spirit of that sky of mist in places where nature sleeps for months, waiting for the miserly sun that never comes. Renowned for his impressionistic language, Raul Pompeia developed it in his poetic prose, in which we observe the",subjectivity as opposed to verisimilitude.,verbal plasticity linked to melodic cadence.,vagueness in the meaning of words.,drama as an expressive element.,image enhancement with persuasive effect.,2019,29,LC,B,english,"['C', 'E', 'A', 'B', 'D']"
QUESTION 30,"Before Rome was founded, the hills of Alba were occupied by Latin tribes, who divided the year according to their gods. The Romans adapted this structure. At the beginning of this civilization, the year had ten months and began with Martius (now March). The other two were added by Numa Pompilius, the second king of Rome. Until Julius Caesar reformed the local calendar, the months were lunar, but the festivals in honor of the gods remained designated by the seasons. The mismatch of ten days per year meant that a thirteenth month, Intercalaris, had to be added to every triennium. With the help of Egyptian mathematicians borrowed from Cleopatra, Julius Caesar put an end to the mess by establishing the following solar calendar: Januarius, Februarius, Martius, Aprilis, Maius, Junius, Quinctilis, Sextilis, September, October, November and December. Almost the same as ours, except that Quinctilis and Sextilis gave rise to the months of July and August. Considering the information in the text and historical aspects of the formation of the language, the current spelling of the months of the year in Portuguese is",comes from a language spoken in ancient Egypt.,follows the reformulation of the language norm proposed by Julius Caesar.,results from the standardization of the calendar before the foundation of Rome.,reflects the Latin origin of our language.,is based on a calendar created by Cleopatra.,2019,30,LC,D,english,"['B', 'D', 'E', 'A', 'C']"
QUESTION 31,"In Brazil, the spread of an expectation of a body based on the aesthetics of thinness is quite large and has enormous repercussions, especially when considered from the point of view of personal fulfillment. In a survey carried out in the city of São Paulo, 90% of the women surveyed said they were concerned about their body weight, and 95% felt dissatisfied with ""their own body"". Excessive concern with body ""weight"" can lead to the development of disorders directly associated with body image, such as",orthorexia and vigorexia.,anorexia and bulimia.,anxiety and depression.,sedentary lifestyle and obesity.,overweight and social phobia.,2019,31,LC,B,english,"['B', 'A', 'C', 'E', 'D']"
QUESTION 32,"TEXT I Description of photograph: Photograph of Jackson Pollock painting in his studio, taken by Hans Namuth in 1951. Pollock is standing with one leg stretched back and his torso leaning forward, making strokes on a large canvas on the floor. He is holding a can of paint in one hand and a brush in the other.   TEXT II Image description : Photographic print by Vick Muniz entitled ""Pictures in Chocolate"". In the image, there is a man with one leg stretched back and his torso leaning forward, making strokes on a large canvas on the floor. He is holding a can of paint in one hand and a paintbrush in the other. The entire image is made up of dark-colored strokes.  Using melted chocolate as a raw material, this work by Vick Muniz reproduces the famous photograph of Jackson Pollock's creative process. The originality of this reinterpretation lies in",reflection on art circulation systems.,parodistic appropriation of the techniques and materials used.,contrasting different artistic languages.,criticism of the advent of abstractionism.,simplifying the features of the pictorial composition.,2019,32,LC,B,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 33,"Last week, the students at my son's school mobilized via Twitter not to shop in the school canteen that day, because they thought the price of cheese bread was abusive. They are teenagers. Almost masters of the new technologies, they are on social networks, scanning the world through their mobile keyboards and iPads and organizing themselves to make a peaceful movement not to buy snacks for a day. It was on TV and on many websites. The text addresses the issue of information and communication technologies, specifically the use of social networks. There is much debate about the benefits and harms of using these resources and, in this sense, the text",shows that the demands made on social networks have no impact outside the internet.,addresses the discrimination that social networks suffer from other media.,"looks at social networks as a way of aggregating and empowering groups of people, who come together for their own causes or for social change.","shows that social networks are used inappropriately by teenagers, who, being immature, don't use the tool as a form of social change.",exposes the possibility of social networks favoring violent behavior and manifestations by the adolescents who interact with them.,2019,33,LC,C,english,"['B', 'A', 'D', 'E', 'C']"
QUESTION 34,"""The computer, giving priority to the pursuit of its own happiness, stopped working for humans."" This is how the short story The day a computer wrote a short story ends, written by an artificial intelligence with the help of human scientists. The scientists selected words and phrases that would be used in the narrative, and defined a general script for the story, which would serve as a guide for the artificial intelligence. From there, the computer created the text by combining the phrases and following the guidelines that the scientists imposed. The judges don't know which texts are written by humans and which by computers, which shows that the story was well written. The only reason the day didn't go through to the next stages was because, according to the judges, the characters weren't described very well, although the text was structurally impeccable. The scientists' idea is to continue developing the AI's creativity so that it becomes more and more human-like. Simulating this type of response is difficult, because the computer first needs to have a vast database linked to specific programming for each type of project - writing, painting, music, drawing and so on. The success and limitations of the technology used in the composition of the short story highlight the",indistinction between characters produced by machines and human beings.,the autonomy of computer programs in the development of fiction.,the need to reformulate the database developed by scientists.,difference between the structure and creativity of human language.,artistic quality of texts produced by computers.,2019,34,LC,D,english,"['A', 'C', 'B', 'D', 'E']"
QUESTION 35,"Jubilation, memory, the novitiate of passion That mourning moon, that restlessness The convulsion inside, the island Inside solitude, the dying body All this I owe you. And so vast were the things planned, ships, ivory walls, broad words Consent always. And it would be December. A jade horse under the waters Double transparency, suspended thread All these things at your fingertips And everything fell apart in the portico of time In livid silence. A few mornings of glass Wind, an emptied soul, a sun I can't see I owe you that too. In Hilda Hilst's poem, the lyrical self makes an inventory of past states mirrored in the present. In the process, the",be careful to erase the remains of love from your memory.,repressed desire converted into delirium.,regret for the mistakes made.,selectively formed mosaic of joys.,maturity coated in irony and detachment.,2019,35,LC,E,english,"['A', 'D', 'E', 'C', 'B']"
QUESTION 36,"Exposed on the web since pregnancy More than half of the mothers and a third of the fathers interviewed in a survey on paternal sharing on social media discuss their children's upbringing on social networks. Many are first-time mothers and fathers, the fruit of Generation Y (which was born alongside the internet) and use these channels to know that they are not alone in the task of raising a child. There is, however, a risk in the way people are sharing these experiences. It's called parental overexposure, the researchers warn. According to experts on the subject, if you share a photo or video of your young child doing something ridiculous because you think it's funny, when the child is 11 or 12, they may feel embarrassed. Self-awareness comes with age. The display of their children's privacy begins to take on a timeline character and they have no part in approving or refusing the broadcasting of this content. So when the child grows up, their privacy may already have been violated. With regard to excessive parental sharing on social media, the text highlights the following impacts",distancing in the relationship between parents and children caused by the use of social networks.,strengthening of relationship networks as a result of the exchange of experiences between families.,parents' inattention to their children's behavior on the internet.,disrespect for the privacy of children whose images have been posted on social networks.,interference of new technologies in communication between parents and children.,2019,36,LC,D,english,"['C', 'D', 'B', 'E', 'A']"
QUESTION 37,"The DataViva project consists of providing official data on exports, economic activities, locations and professional occupations throughout Brazil. At first, DataViva built a tool that allowed analysis of the Minas Gerais economy based on this complex and diverse methodological perspective. However, given the possibilities offered by the databases it worked with, the platform evolved into a more complete system. In an interactive and didactic way, the user is guided through the various ways of navigating the applications. In addition to information on exported products, as well as the volume of exports in each of the country's states and municipalities, in just a few clicks, the interested party can learn more about the profile of the population, the type of activity carried out, formal occupations and average salaries by category. Among the new possibilities promoted by the development of new technologies, the text highlights the",communication between administrative bodies.,availability of collective environments.,auditing government actions.,publicity for public bodies.,obtaining strategic information.,2019,37,LC,E,english,"['E', 'D', 'A', 'B', 'C']"
QUESTION 38,"Miss Ivan Ângelo The sewing machine moved resolutely across the cloth. What a pretty mother she was, with her pins in her mouth. I liked to watch her quietly, studying her gestures as she cut out scraps of cloth with the scissors. Sometimes she interrupted her work when her mother needed the scissors. She admired her mother's decisive way of cutting cloth; she never hesitated or made a mistake. Her mother knew so much! Tita called her ( ) like she said ( ). She tried not to think the words, but she knew she had thought them at the very moment she tried. Oh, everything was so difficult. Her mother would know what she wanted to ask her intensely now, almost as soon as she was hungry before she died, so much so that she didn't hold back and - Mama, what is ""desquita""? - she said quickly in a voice with no timbre. If someone shouted, the world would end or God would appear - Ana Lucia felt. That moment was very strong, too strong for a little girl, her mother standing still with the scissors in the air, everything unresolved and liable to collapse at any thought, the machine advancing unbridled over the shiny silk dress spreading light light light. Written in the 1960s, the narrative highlights a drama centered on the",association between the girl's anguish and her mother's untimely reaction.,conflicting relationship between domestic work and female emancipation.,expression of existential doubts intensified by the perception of abandonment.,insinuation of the family gap generated by the absence of a father figure.,representation of social stigmas modulated by the child's perspective.,2019,38,LC,E,english,"['B', 'C', 'E', 'A', 'D']"
QUESTION 39,"TEXT I The Statute of the Elderly turned 15 in 2018 and in the first half of the year alone Disque 100 received 16,000 reports of violations of the rights of the elderly across the country. For experts in the field, the increase in the number of complaints may be a consequence of older people being encouraged to seek their rights. But it may also reflect a growing wave of violence in society and within families. More effective public policies to care for the elderly are the minimum a country should establish. Brazil is lagging behind and we need to take into account that the country is getting older (a global trend) without being prepared to take on the challenges, such as creating a protection network, preparing public health services and supporting families who need to look after their dependent elderly.  TEXT II Description of the poster: Poster entitled ""Rights of the elderly"". In the center of the poster, there is a drawing of a white-haired woman with glasses, sitting in an armchair next to a lamp, using a laptop. On the left-hand side of the poster, there is the following text: ""The Statute of the Elderly and the Federal Constitution ensure: Preferential care in the SUS; Priority in the processing of legal proceedings; Preferential parking spaces; Half-price admission to cultural, sporting and leisure events."" On the right-hand side of the poster, there is the following text: ""Low-income elderly people are also guaranteed: Free travel on interstate buses; Assistance of one minimum wage; Access to more than 20 social programs."" When comparing the texts, it can be concluded that the rules of the Statute of the Elderly",contrast with the living conditions offered by the country.,alter the quality of life of people over 60.,have advantages over other countries.,need to be revised because of the ageing population.,are ignored by the families responsible for the elderly.,2019,39,LC,A,english,"['E', 'C', 'A', 'D', 'B']"
QUESTION 40,"Health education through school physical education programs Health education should be achieved through the interaction of actions that can involve man himself through his attitudes towards the environmental demands represented by eating habits, stress, leisure options, physical activity, climatic aggressions, etc. In this way, it seems clear that the state of being healthy is not something static. On the contrary, it is necessary to acquire and build it in an individualized way constantly throughout life, pointing to the fact that health is educable and should therefore be treated not only on the basis of biological and hygienist references, but above all in a didactic-pedagogical context. Health education presupposes the adoption of behaviors based on the interaction of factors related to",joining leisure programs.,establishing healthy habits.,opting for balanced diets.,regular physical activity.,avoidance of stressful environments.,2019,40,LC,B,english,"['A', 'C', 'B', 'E', 'D']"
QUESTION 41,"Infographic description: Infographic entitled ""The self-absorbed types - It's hard to find anyone who hasn't come across (or passed by) one of these online"".  Below, divided into two columns, are the following items: ""- The full-time tourist: Posts photos of vacations all year round (from this year and other years). Seems to travel all the time. - The crazy party-goer: You can almost hear the 'Uhuuu!!!' from the photos of drinks and dance floors. - The occasional well-connected person: You've found out who the 'famous' person is in the photo at the time. But doesn't let on. - The overly proud mother: She makes a point of telling every little joke. Even the ones that are only funny to her mother. - The only well-loved one: Only she has the most special partner. Because moments together are truly meant to be shared. - The humble show-off: He (thinks he) disguises it by hinting at his own success. He's not fooling anyone. - The gourmet of appearances: Why go to a restaurant if no one knows about it? It's a click on the plate. - The one who's too beautiful not to show it: Thinks that a good hair day excuses a self-portrait (selfie). Who hasn't, right? According to this infographic, social networks stimulate different user behaviors that reveal",self-criticism of Internet users.,disguise of the subject through avatars.,overexposure of individuals.,people's social engagement.,users' naive comicality.,2019,41,LC,C,english,"['E', 'D', 'A', 'C', 'B']"
QUESTION 42,"What is free software Free software is any computer program built collaboratively, via the Internet, by an international community of independent developers. There are hundreds of thousands of hackers, who deny their association with ""security violators"". These software developers refuse to acknowledge the pejorative meaning of the term and continue to use the word hacker to indicate ""someone who loves to program and who enjoys being skillful and resourceful"". In addition, these programs are delivered to the community with the source code open and available, allowing the original idea to be improved and returned to the community. In conventional programs, the programming code is secret and owned by the company that developed it, making it almost impossible to decipher. What is at stake is the control of technological innovation. Free software is a question of freedom of expression and not just an economic relationship. Today there are thousands of alternative programs built in this way and a user community with millions of members around the world. The creation of free software contributes to the production of knowledge in society because",professionally inserts hackers into the field of technological innovation.,complex operating systems available on the market.,makes it possible to collect confidential data for its developers.,qualifies more people to use technology.,democratizes access to products built collectively.,2019,42,LC,E,english,"['E', 'B', 'D', 'C', 'A']"
QUESTION 43,"The voyage What things should I take on this voyage in which parts? Navigation charts are only good for those who stay. With what maps can I unveil a missing continent? Stranger to your body, so common, how many languages can I learn to shut me up? Those who stay are also looking for an east. Those who stay also need a new landscape and the sleepless journey of the unknown and the difficult joy of discovery. What do you take from what remains, what do I take from what you take? The journey and the absence refer to a traditional poetic repertoire. In Ana Martins Marques' poem, the lyrical voice dialogues with this tradition, echoing the",persistence of memory in valuing the past.,the revelation of directions projected by the experience of solitude.,presence of identity fragmentation.,denial of desire as an expression of guilt.,nostalgia as an experience of apathy.,2019,43,LC,B,english,"['D', 'E', 'B', 'C', 'A']"
QUESTION 44,"The Art Institute of Chicago has made available for online viewing, sharing or downloading (under a Creative Commons license) 44,000 images of works of art in very high resolution, as well as books, studies and research on the history of art. For art historian Bendor Grosvenor, the success of open-access online collections, as well as democratizing art, has helped to form a new museum audience. Grosvenor believes that the more people are exposed to art online, the more personal visits will be made to museums. The collection is available in six categories: urban landscapes, impressionism, essentials, African art, fashion and animals. It is also possible to search by the name of the work, style, author or period. To browse the image in high definition, simply click on it and use the zoom tool. To download, which is available for works in the public domain, use the arrow on the bottom right-hand side of the image. The predominant language function in this text is characterized by","establish an interlocution with the reader, guiding them to download the works of art.",convince the reader to go online and get to know the works of art.,inform about access to the images by describing how to access them.,to highlight the subjectivity of the report based on the art historian's speech.,"praising art, seeking to popularize it through the possibility of viewing it online.",2019,44,LC,C,english,"['D', 'B', 'C', 'A', 'E']"
QUESTION 45,"Ed Mort only goes Luis Fernando Verissimo Mort. Ed Mort. Private detective. It's on the nameplate. I have an office in a gallery in Copacabana between an arcade and a stamp store. It's just enough for the essentials, a muted telephone and an ashtray. But I insist on a table and a chair. Despite the cockroaches' protest. They won't win. I bought a set of masks.  In my work, disguise is essential. To escape the creditors. The other day I walked into the room and saw King Kong's face walking across the floor. The cockroaches were stealing the masks. I killed half a dozen. The others attacked the table. I managed to save my Bic and the newspaper. The paper was new, only a week old. But they took the diary. I won. The diary was blank. My last affair had been with the employee of Erótica, the first optician's in town with a topless clerk. It had ended badly. Mort. Ed Mort. It's on the nameplate. In this chronicle, the humorous effect is basically constructed by a",compositional structure characterized by the unique arrangement of periods.,narrative sequencing in which absurd events are articulated.,segmentation of utterances based on the description of the character's habits.,lexical selection in which redundant information predominates.,order of the constituents of the sentence in which the verbal nucleus stands out.,2019,45,LC,B,english,"['C', 'D', 'A', 'E', 'B']"
